,Position,Skipper,Bateau,Foil,Vitesse nds,Vitesse kmh,VMG,Lat,Long,Dist au premier nm,Dist au premier km,Dist a arrivee nm,Dist a arrivee km,percent classement,Date,Latitude,Longitude
2,3,Jean Le Cam,Yes We Cam!,0,13.55,25.09,12.63,37° 13'44'' S,7° 32'20'' O,369.18,683.72,18768.4,34759.08,22.8,2020-11-28 14:00:00,-37.2289,-7.5389
3,4,Kevin Escoffier,PRB,1,19.55,36.21,18.92,39° 21'15'' S,9° 13'33'' O,390.43,723.08,18789.7,34798.52,22.7,2020-11-28 14:00:00,-39.3542,-9.2258
4,5,Yannick Bestaven,Maître CoQ IV,1,16.98,31.45,16.32,39° 21'59'' S,9° 34'31'' O,405.09,750.23,18804.4,34825.75,22.6,2020-11-28 14:00:00,-39.3664,-9.5753
5,6,Louis Burton,BUREAU VALLEE 2,1,19.41,35.95,17.99,41° 14'27'' S,10° 52'1'' O,418.17,774.45,18817.4,34849.82,22.6,2020-11-28 14:00:00,-41.2408,-10.8669
6,7,Sebastien Simon,ARKEA PAPREC,1,19.55,36.21,18.05,38° 52'25'' S,9° 59'59'' O,434.93,805.49,18834.2,34880.94,22.5,2020-11-28 14:00:00,-38.8736,-9.9997
7,8,Boris Herrmann,SEAEXPLORER - YACHT CLUB DE MONACO,1,16.66,30.85,15.95,39° 6'52'' S,10° 16'35'' O,441.0,816.73,18840.3,34892.24,22.5,2020-11-28 14:00:00,-39.1144,-10.2764
8,9,Samantha Davies,INITIATIVES-COEUR,1,16.51,30.58,12.49,40° 15'22'' S,13° 34'20'' O,554.25,1026.47,18953.5,35101.88,22.0,2020-11-28 14:00:00,-40.2561,-13.5722
9,10,Damien Seguin,GROUPE APICIL,0,20.4,37.78,18.16,38° 51'32'' S,12° 54'50'' O,559.77,1036.69,18959.0,35112.07,22.0,2020-11-28 14:00:00,-38.8589,-12.9139
10,11,Giancarlo Pedote,PRYSMIAN GROUP,1,19.19,35.54,17.37,38° 22'1'' S,13° 2'55'' O,577.82,1070.12,18977.1,35145.59,21.9,2020-11-28 14:00:00,-38.3669,-13.0486
11,12,Benjamin Dutreux,OMIA - WATER FAMILY,0,19.61,36.32,17.67,38° 37'60'' S,14° 5'44'' O,615.73,1140.33,19015.0,35215.78,21.7,2020-11-28 14:00:00,-38.6333,-14.0956
12,13,Maxime Sorel,V and B-MAYENNE,0,18.42,34.11,16.63,37° 28'28'' S,14° 53'22'' O,679.6,1258.62,19078.9,35334.12,21.5,2020-11-28 14:00:00,-37.4744,-14.8894
13,14,Isabelle Joschke,MACSF,1,17.53,32.47,15.66,37° 13'24'' S,15° 6'0'' O,695.31,1287.71,19094.6,35363.2,21.4,2020-11-28 14:00:00,-37.2233,-15.1
14,15,Alex Thomson,HUGO BOSS,1,10.66,19.74,8.46,37° 49'20'' S,16° 10'30'' O,725.21,1343.09,19124.5,35418.57,21.3,2020-11-28 14:00:00,-37.8222,-16.175
15,16,Romain Attanasio,PURE - Best Western®,0,15.76,29.19,14.29,36° 28'27'' S,17° 49'38'' O,832.41,1541.62,19231.7,35617.11,20.8,2020-11-28 14:00:00,-36.4742,-17.8272
16,17,Clarisse Cremer,BANQUE POPULAIRE X,0,14.25,26.39,8.94,36° 11'15'' S,18° 50'50'' O,884.05,1637.26,19283.3,35712.67,20.6,2020-11-28 14:00:00,-36.1875,-18.8472
17,18,Alan Roura,LA FABRIQUE,1,9.07,16.8,8.65,36° 5'7'' S,21° 12'12'' O,987.31,1828.5,19386.6,35903.98,20.2,2020-11-28 14:00:00,-36.0853,-21.2033
18,19,Stephane Le Diraison,TIME FOR OCEANS,1,9.51,17.61,5.78,33° 46'30'' S,25° 56'40'' O,1258.74,2331.19,19658.0,36406.62,19.1,2020-11-28 14:00:00,-33.775,-25.9444
19,20,Arnaud Boissieres,LA MIE CÂLINE - ARTISANS ARTIPÔLE,1,12.08,22.37,8.91,26° 24'16'' S,32° 44'27'' O,1799.62,3332.9,20198.9,37408.36,16.9,2020-11-28 14:00:00,-26.4044,-32.7408
20,21,Manuel Cousin,GROUPE SÉTIN,0,14.35,26.58,8.67,25° 14'53'' S,33° 53'21'' O,1890.99,3502.11,20290.3,37577.64,16.5,2020-11-28 14:00:00,-25.2481,-33.8892
21,22,Didac Costa,ONE PLANET ONE OCEAN,0,12.81,23.72,8.18,24° 10'1'' S,33° 19'25'' O,1906.15,3530.19,20305.4,37605.6,16.4,2020-11-28 14:00:00,-24.1669,-33.3236
22,23,Armel Tripon,L'OCCITANE EN PROVENCE,1,16.5,30.56,6.31,25° 44'49'' S,35° 26'42'' O,1939.67,3592.27,20338.9,37667.64,16.3,2020-11-28 14:00:00,-25.7469,-35.445
23,24,Pip Hare,MEDALLIA,0,12.02,22.26,7.47,22° 44'58'' S,33° 44'5'' O,1976.41,3660.31,20375.7,37735.8,16.1,2020-11-28 14:00:00,-22.7494,-33.7347
24,25,Fabrice Amedeo,NEWREST - ART & FENÊTRES,1,17.99,33.32,13.66,14° 46'16'' S,33° 44'14'' O,2311.76,4281.38,20711.0,38356.77,14.8,2020-11-28 14:00:00,-14.7711,-33.7372
25,26,Alexia Barrier,4MYPLANET,0,15.68,29.04,11.25,12° 28'16'' S,33° 19'20'' O,2410.65,4464.52,20809.9,38539.93,14.4,2020-11-28 14:00:00,-12.4711,-33.3222
26,27,Clement Giraud,Compagnie du Lit / Jiliti,0,14.68,27.19,11.05,11° 17'5'' S,31° 46'32'' O,2425.24,4491.54,20824.5,38566.97,14.3,2020-11-28 14:00:00,-11.2847,-31.7756
27,28,Miranda Merron,CAMPAGNE DE FRANCE,0,14.25,26.39,10.51,12° 18'35'' S,33° 42'3'' O,2430.94,4502.1,20830.2,38577.53,14.3,2020-11-28 14:00:00,-12.3097,-33.7008
28,29,Ari Huusela,STARK,0,12.22,22.63,8.96,9° 12'39'' S,32° 49'25'' O,2564.22,4748.94,20963.5,38824.4,13.7,2020-11-28 14:00:00,-9.2108,-32.8236
29,30,Sebastien Destremau,MERCI,0,10.99,20.35,9.62,8° 34'43'' S,32° 4'32'' O,2577.7,4773.9,20977.0,38849.4,13.7,2020-11-28 14:00:00,-8.5786,-32.0756
30,31,Kojiro Shiraishi,DMG MORI Global One,1,11.1,20.56,9.66,5° 29'27'' S,31° 24'32'' O,2730.46,5056.81,21129.7,39132.2,13.0,2020-11-28 14:00:00,-5.4908,-31.4089
31,32,Jeremie Beyou,CHARAL,1,8.29,15.35,7.03,3° 14'43'' N,27° 52'34'' O,3170.15,5871.12,21569.4,39946.53,11.2,2020-11-28 14:00:00,3.2453,-27.8761
0,1,Charlie Dalin,APIVIA,1,17.83,33.02,13.66,41° 18'52'' S,2° 10'32'' O,0.0,0.0,18446.4,34162.73,24.1,2020-11-28 11:00:00,-41.3144,-2.1756
1,2,Thomas Ruyant,LinkedOut,1,18.65,34.54,17.49,40° 16'7'' S,8° 37'8'' O,296.64,549.38,18743.0,34712.04,22.9,2020-11-28 11:00:00,-40.2686,-8.6189
2,3,Jean Le Cam,Yes We Cam!,0,15.42,28.56,14.01,37° 10'53'' S,8° 23'12'' O,360.06,666.83,18806.4,34829.45,22.6,2020-11-28 11:00:00,-37.1814,-8.3867
3,4,Kevin Escoffier,PRB,1,20.1,37.23,19.49,39° 11'53'' S,10° 28'17'' O,400.25,741.26,18846.6,34903.9,22.4,2020-11-28 11:00:00,-39.1981,-10.4714
4,5,Yannick Bestaven,Maître CoQ IV,1,18.97,35.13,18.48,39° 15'11'' S,10° 39'44'' O,407.09,753.93,18853.5,34916.68,22.4,2020-11-28 11:00:00,-39.2531,-10.6622
5,6,Louis Burton,BUREAU VALLEE 2,1,20.71,38.35,20.28,41° 16'15'' S,12° 9'23'' O,425.19,787.45,18871.6,34950.2,22.3,2020-11-28 11:00:00,-41.2708,-12.1564
6,7,Boris Herrmann,SEAEXPLORER - YACHT CLUB DE MONACO,1,19.48,36.08,18.6,39° 0'28'' S,11° 20'22'' O,441.89,818.38,18888.3,34981.13,22.3,2020-11-28 11:00:00,-39.0078,-11.3394
7,8,Sebastien Simon,ARKEA PAPREC,1,20.03,37.1,18.76,38° 50'41'' S,11° 15'14'' O,442.19,818.94,18888.6,34981.69,22.3,2020-11-28 11:00:00,-38.8447,-11.2539
8,9,Samantha Davies,INITIATIVES-COEUR,1,15.63,28.95,14.87,40° 31'27'' S,14° 35'47'' O,544.61,1008.62,18991.0,35171.33,21.8,2020-11-28 11:00:00,-40.5242,-14.5964
9,10,Damien Seguin,GROUPE APICIL,0,21.06,39.0,19.86,38° 53'49'' S,14° 13'21'' O,567.41,1050.84,19013.8,35213.56,21.7,2020-11-28 11:00:00,-38.8969,-14.2225
10,11,Giancarlo Pedote,PRYSMIAN GROUP,1,18.94,35.08,17.46,38° 21'38'' S,14° 16'17'' O,583.04,1079.79,19029.4,35242.45,21.7,2020-11-28 11:00:00,-38.3606,-14.2714
11,12,Benjamin Dutreux,OMIA - WATER FAMILY,0,18.96,35.11,17.78,38° 38'8'' S,15° 20'59'' O,621.88,1151.72,19068.2,35314.31,21.5,2020-11-28 11:00:00,-38.6356,-15.3497
12,13,Maxime Sorel,V and B-MAYENNE,0,18.15,33.61,17.16,37° 27'4'' S,16° 2'54'' O,682.6,1264.18,19129.0,35426.91,21.3,2020-11-28 11:00:00,-37.4511,-16.0483
13,14,Isabelle Joschke,MACSF,1,20.3,37.6,18.87,37° 13'1'' S,16° 12'1'' O,695.39,1287.86,19141.8,35450.61,21.2,2020-11-28 11:00:00,-37.2169,-16.2003
14,15,Alex Thomson,HUGO BOSS,1,11.26,20.85,9.93,37° 55'29'' S,16° 50'14'' O,703.56,1302.99,19149.9,35465.61,21.2,2020-11-28 11:00:00,-37.9247,-16.8372
15,16,Romain Attanasio,PURE - Best Western®,0,15.04,27.85,13.8,36° 25'36'' S,18° 48'15'' O,828.33,1534.07,19274.7,35696.74,20.7,2020-11-28 11:00:00,-36.4267,-18.8042
16,17,Clarisse Cremer,BANQUE POPULAIRE X,0,15.22,28.19,14.16,35° 29'10'' S,18° 59'54'' O,863.56,1599.31,19309.9,35761.93,20.5,2020-11-28 11:00:00,-35.4861,-18.9983
17,18,Alan Roura,LA FABRIQUE,1,10.79,19.98,7.82,35° 45'19'' S,21° 35'12'' O,966.12,1789.25,19412.5,35951.95,20.1,2020-11-28 11:00:00,-35.7553,-21.5867
18,19,Stephane Le Diraison,TIME FOR OCEANS,1,7.25,13.43,6.25,33° 18'7'' S,25° 59'55'' O,1228.91,2275.94,19675.3,36438.66,19.0,2020-11-28 11:00:00,-33.3019,-25.9986
19,20,Arnaud Boissieres,LA MIE CÂLINE - ARTISANS ARTIPÔLE,1,13.46,24.93,9.26,25° 48'40'' S,32° 51'46'' O,1779.18,3295.04,20225.6,37457.81,16.8,2020-11-28 11:00:00,-25.8111,-32.8628
20,21,Manuel Cousin,GROUPE SÉTIN,0,13.8,25.56,9.48,24° 31'51'' S,33° 52'53'' O,1869.82,3462.91,20316.2,37625.6,16.4,2020-11-28 11:00:00,-24.5308,-33.8814
21,22,Didac Costa,ONE PLANET ONE OCEAN,0,13.71,25.39,9.3,23° 31'39'' S,33° 20'41'' O,1883.54,3488.32,20329.9,37650.97,16.3,2020-11-28 11:00:00,-23.5275,-33.3447
22,23,Armel Tripon,L'OCCITANE EN PROVENCE,1,18.05,33.43,7.89,24° 57'5'' S,35° 12'19'' O,1911.45,3540.01,20357.8,37702.65,16.2,2020-11-28 11:00:00,-24.9514,-35.2053
23,24,Pip Hare,MEDALLIA,0,11.99,22.21,7.0,22° 8'57'' S,33° 44'3'' O,1951.68,3614.51,20398.1,37777.28,16.0,2020-11-28 11:00:00,-22.1492,-33.7342
24,25,Fabrice Amedeo,NEWREST - ART & FENÊTRES,1,16.74,31.0,13.75,13° 52'31'' S,33° 39'34'' O,2305.15,4269.14,20751.5,38431.78,14.6,2020-11-28 11:00:00,-13.8753,-33.6594
25,26,Alexia Barrier,4MYPLANET,0,15.41,28.54,11.66,11° 42'21'' S,33° 9'1'' O,2396.92,4439.1,20843.3,38601.79,14.2,2020-11-28 11:00:00,-11.7058,-33.1503
26,27,Clement Giraud,Compagnie du Lit / Jiliti,0,14.1,26.11,11.41,10° 34'20'' S,31° 35'51'' O,2410.99,4465.15,20857.4,38627.9,14.2,2020-11-28 11:00:00,-10.5722,-31.5975
27,28,Miranda Merron,CAMPAGNE DE FRANCE,0,13.8,25.56,10.92,11° 36'32'' S,33° 34'27'' O,2415.09,4472.75,20861.5,38635.5,14.1,2020-11-28 11:00:00,-11.6089,-33.5742
28,29,Ari Huusela,STARK,0,12.15,22.5,9.43,8° 37'22'' S,32° 39'29'' O,2543.8,4711.12,20990.2,38873.85,13.6,2020-11-28 11:00:00,-8.6228,-32.6581
29,30,Sebastien Destremau,MERCI,0,11.2,20.74,10.12,8° 1'49'' S,32° 2'37'' O,2559.39,4739.99,21005.8,38902.74,13.5,2020-11-28 11:00:00,-8.0303,-32.0436
30,31,Kojiro Shiraishi,DMG MORI Global One,1,11.3,20.93,9.71,4° 56'28'' S,31° 20'6'' O,2712.27,5023.12,21158.6,39185.73,12.9,2020-11-28 11:00:00,-4.9411,-31.335
31,32,Jeremie Beyou,CHARAL,1,8.38,15.52,5.87,3° 38'3'' N,27° 44'1'' O,3144.09,5822.85,21590.5,39985.61,11.1,2020-11-28 11:00:00,3.6342,-27.7336
0,1,Charlie Dalin,APIVIA,1,18.02,33.37,13.88,41° 38'20'' S,3° 17'0'' O,0.0,0.0,18487.6,34239.04,23.9,2020-11-28 08:00:00,-41.6389,-3.2833
1,2,Thomas Ruyant,LinkedOut,1,21.07,39.02,17.83,40° 14'5'' S,9° 50'20'' O,308.11,570.62,18795.7,34809.64,22.6,2020-11-28 08:00:00,-40.2347,-9.8389
2,3,Jean Le Cam,Yes We Cam!,0,14.28,26.45,13.11,37° 10'16'' S,9° 21'13'' O,361.01,668.59,18848.6,34907.61,22.4,2020-11-28 08:00:00,-37.1711,-9.3536
3,4,Kevin Escoffier,PRB,1,20.11,37.24,18.97,39° 1'14'' S,11° 44'43'' O,417.7,773.58,18905.3,35012.62,22.2,2020-11-28 08:00:00,-39.0206,-11.7453
4,5,Yannick Bestaven,Maître CoQ IV,1,19.24,35.63,18.02,39° 4'13'' S,11° 51'43'' O,421.46,780.54,18909.0,35019.47,22.2,2020-11-28 08:00:00,-39.0703,-11.8619
5,6,Louis Burton,BUREAU VALLEE 2,1,20.22,37.45,19.93,41° 6'32'' S,13° 30'53'' O,444.98,824.1,18932.6,35063.18,22.1,2020-11-28 08:00:00,-41.1089,-13.5147
6,7,Boris Herrmann,SEAEXPLORER - YACHT CLUB DE MONACO,1,18.8,34.82,17.82,38° 52'60'' S,12° 34'50'' O,456.67,845.75,18944.2,35084.66,22.0,2020-11-28 08:00:00,-38.8833,-12.5806
7,8,Sebastien Simon,ARKEA PAPREC,1,19.83,36.73,18.48,38° 46'14'' S,12° 32'5'' O,457.5,847.29,18945.1,35086.33,22.0,2020-11-28 08:00:00,-38.7706,-12.5347
8,9,Samantha Davies,INITIATIVES-COEUR,1,16.63,30.8,16.29,40° 28'5'' S,15° 37'14'' O,548.12,1015.12,19035.7,35254.12,21.7,2020-11-28 08:00:00,-40.4681,-15.6206
9,10,Damien Seguin,GROUPE APICIL,0,19.87,36.8,19.06,38° 47'9'' S,15° 33'58'' O,586.03,1085.33,19073.6,35324.31,21.5,2020-11-28 08:00:00,-38.7858,-15.5661
10,11,Giancarlo Pedote,PRYSMIAN GROUP,1,17.71,32.8,16.52,38° 18'30'' S,15° 28'33'' O,594.44,1100.9,19082.0,35339.86,21.5,2020-11-28 08:00:00,-38.3083,-15.4758
11,12,Benjamin Dutreux,OMIA - WATER FAMILY,0,20.59,38.13,19.54,38° 32'36'' S,16° 33'22'' O,634.21,1174.56,19121.8,35413.57,21.3,2020-11-28 08:00:00,-38.5433,-16.5561
12,13,Maxime Sorel,V and B-MAYENNE,0,16.93,31.35,16.12,37° 19'17'' S,17° 10'39'' O,693.03,1283.49,19180.6,35522.47,21.1,2020-11-28 08:00:00,-37.3214,-17.1775
13,14,Alex Thomson,HUGO BOSS,1,11.72,21.71,10.12,37° 56'30'' S,17° 40'10'' O,697.22,1291.25,19184.8,35530.25,21.0,2020-11-28 08:00:00,-37.9417,-17.6694
14,15,Isabelle Joschke,MACSF,1,18.45,34.17,16.89,37° 6'43'' S,17° 27'58'' O,711.03,1316.83,19198.6,35555.81,21.0,2020-11-28 08:00:00,-37.1119,-17.4661
15,16,Romain Attanasio,PURE - Best Western®,0,16.18,29.97,15.2,36° 21'33'' S,19° 44'1'' O,828.64,1534.64,19316.2,35773.6,20.5,2020-11-28 08:00:00,-36.3592,-19.7336
16,17,Clarisse Cremer,BANQUE POPULAIRE X,0,14.17,26.24,12.81,35° 22'49'' S,19° 55'21'' O,864.96,1601.91,19352.5,35840.83,20.3,2020-11-28 08:00:00,-35.3803,-19.9225
17,18,Alan Roura,LA FABRIQUE,1,11.91,22.06,10.69,35° 14'20'' S,21° 46'37'' O,948.27,1756.2,19435.8,35995.1,20.0,2020-11-28 08:00:00,-35.2389,-21.7769
18,19,Stephane Le Diraison,TIME FOR OCEANS,1,11.73,21.72,11.57,32° 58'47'' S,26° 11'49'' O,1206.42,2234.29,19694.0,36473.29,18.9,2020-11-28 08:00:00,-32.9797,-26.1969
19,20,Arnaud Boissieres,LA MIE CÂLINE - ARTISANS ARTIPÔLE,1,14.78,27.37,10.3,25° 8'32'' S,32° 56'32'' O,1765.68,3270.04,20253.2,37508.93,16.6,2020-11-28 08:00:00,-25.1422,-32.9422
20,21,Manuel Cousin,GROUPE SÉTIN,0,13.7,25.37,8.92,23° 50'41'' S,33° 57'10'' O,1856.97,3439.11,20344.5,37678.01,16.3,2020-11-28 08:00:00,-23.8447,-33.9528
21,22,Didac Costa,ONE PLANET ONE OCEAN,0,12.42,23.0,8.07,22° 50'40'' S,33° 24'12'' O,1870.18,3463.57,20357.8,37702.65,16.2,2020-11-28 08:00:00,-22.8444,-33.4033
22,23,Armel Tripon,L'OCCITANE EN PROVENCE,1,18.76,34.74,5.05,24° 4'10'' S,34° 59'53'' O,1893.86,3507.43,20381.4,37746.35,16.1,2020-11-28 08:00:00,-24.0694,-34.9981
23,24,Pip Hare,MEDALLIA,0,12.58,23.3,6.57,21° 33'2'' S,33° 42'2'' O,1931.42,3576.99,20419.0,37815.99,16.0,2020-11-28 08:00:00,-21.5506,-33.7006
24,25,Fabrice Amedeo,NEWREST - ART & FENÊTRES,1,13.38,24.78,11.01,13° 2'21'' S,33° 39'22'' O,2304.89,4268.66,20792.5,38507.71,14.4,2020-11-28 08:00:00,-13.0392,-33.6561
25,26,Alexia Barrier,4MYPLANET,0,11.68,21.63,9.25,10° 56'54'' S,33° 0'35'' O,2390.38,4426.98,20877.9,38665.87,14.1,2020-11-28 08:00:00,-10.9483,-33.0097
26,27,Clement Giraud,Compagnie du Lit / Jiliti,0,12.29,22.76,10.75,9° 52'38'' S,31° 28'43'' O,2403.82,4451.87,20891.4,38690.87,14.0,2020-11-28 08:00:00,-9.8772,-31.4786
27,28,Miranda Merron,CAMPAGNE DE FRANCE,0,12.31,22.8,8.61,10° 55'24'' S,33° 29'47'' O,2406.42,4456.69,20894.0,38695.69,14.0,2020-11-28 08:00:00,-10.9233,-33.4964
28,29,Ari Huusela,STARK,0,11.3,20.93,8.44,8° 1'49'' S,32° 31'28'' O,2530.73,4686.91,21018.3,38925.89,13.5,2020-11-28 08:00:00,-8.0303,-32.5244
29,30,Sebastien Destremau,MERCI,0,10.29,19.06,8.76,7° 28'13'' S,32° 2'28'' O,2548.49,4719.8,21036.1,38958.86,13.4,2020-11-28 08:00:00,-7.4703,-32.0411
30,31,Kojiro Shiraishi,DMG MORI Global One,1,10.16,18.82,8.92,4° 23'3'' S,31° 14'29'' O,2700.11,5000.6,21187.7,39239.62,12.8,2020-11-28 08:00:00,-4.3842,-31.2414
31,32,Jeremie Beyou,CHARAL,1,8.05,14.91,6.79,3° 58'51'' N,27° 29'53'' O,3120.42,5779.02,21608.0,40018.02,11.1,2020-11-28 08:00:00,3.9808,-27.4981
0,1,Charlie Dalin,APIVIA,1,18.76,34.74,15.34,42° 4'20'' S,4° 47'13'' O,0.0,0.0,18543.4,34342.38,23.7,2020-11-28 04:00:00,-42.0722,-4.7869
1,2,Thomas Ruyant,LinkedOut,1,17.06,31.6,16.35,40° 27'53'' S,11° 39'20'' O,324.16,600.34,18867.6,34942.8,22.3,2020-11-28 04:00:00,-40.4647,-11.6556
2,3,Jean Le Cam,Yes We Cam!,0,16.29,30.17,15.46,37° 7'46'' S,10° 32'45'' O,357.81,662.66,18901.2,35005.02,22.2,2020-11-28 04:00:00,-37.1294,-10.5458
3,4,Yannick Bestaven,Maître CoQ IV,1,18.24,33.78,17.8,38° 58'23'' S,13° 30'25'' O,438.07,811.31,18981.5,35153.74,21.9,2020-11-28 04:00:00,-38.9731,-13.5069
4,5,Kevin Escoffier,PRB,1,20.25,37.5,19.82,38° 53'27'' S,13° 27'36'' O,438.11,811.38,18981.5,35153.74,21.9,2020-11-28 04:00:00,-38.8908,-13.46
5,6,Louis Burton,BUREAU VALLEE 2,1,21.05,38.98,20.81,40° 50'25'' S,15° 15'49'' O,469.08,868.74,19012.5,35211.15,21.7,2020-11-28 04:00:00,-40.8403,-15.2636
6,7,Boris Herrmann,SEAEXPLORER - YACHT CLUB DE MONACO,1,19.04,35.26,18.64,38° 44'14'' S,14° 10'37'' O,472.45,874.98,19015.8,35217.26,21.7,2020-11-28 04:00:00,-38.7372,-14.1769
7,8,Sebastien Simon,ARKEA PAPREC,1,20.62,38.19,19.9,38° 40'32'' S,14° 13'25'' O,475.98,881.51,19019.4,35223.93,21.7,2020-11-28 04:00:00,-38.6756,-14.2236
8,9,Samantha Davies,INITIATIVES-COEUR,1,17.59,32.58,17.51,40° 15'33'' S,17° 2'55'' O,557.62,1032.71,19101.0,35375.05,21.4,2020-11-28 04:00:00,-40.2592,-17.0486
9,10,Giancarlo Pedote,PRYSMIAN GROUP,1,16.24,30.08,15.84,38° 11'56'' S,16° 58'19'' O,605.0,1120.46,19148.4,35462.84,21.2,2020-11-28 04:00:00,-38.1989,-16.9719
10,11,Damien Seguin,GROUPE APICIL,0,19.51,36.13,19.24,38° 33'36'' S,17° 14'12'' O,606.78,1123.76,19150.2,35466.17,21.2,2020-11-28 04:00:00,-38.56,-17.2367
11,12,Benjamin Dutreux,OMIA - WATER FAMILY,0,19.78,36.63,19.32,38° 18'54'' S,18° 30'15'' O,666.88,1235.06,19210.3,35577.48,20.9,2020-11-28 04:00:00,-38.315,-18.5042
12,13,Alex Thomson,HUGO BOSS,1,11.58,21.45,10.4,37° 58'59'' S,18° 32'3'' O,676.94,1253.69,19220.3,35596.0,20.9,2020-11-28 04:00:00,-37.9831,-18.5342
13,14,Maxime Sorel,V and B-MAYENNE,0,17.84,33.04,17.78,37° 7'26'' S,18° 34'19'' O,701.94,1299.99,19245.3,35642.3,20.8,2020-11-28 04:00:00,-37.1239,-18.5719
14,15,Isabelle Joschke,MACSF,1,16.55,30.65,16.29,37° 1'12'' S,19° 0'8'' O,723.09,1339.16,19266.5,35681.56,20.7,2020-11-28 04:00:00,-37.02,-19.0022
15,16,Romain Attanasio,PURE - Best Western®,0,15.67,29.02,15.42,36° 11'16'' S,21° 3'14'' O,833.85,1544.29,19377.3,35886.76,20.2,2020-11-28 04:00:00,-36.1878,-21.0539
16,17,Clarisse Cremer,BANQUE POPULAIRE X,0,15.05,27.87,14.29,35° 18'19'' S,21° 4'34'' O,860.58,1593.79,19404.0,35936.21,20.1,2020-11-28 04:00:00,-35.3053,-21.0761
17,18,Alan Roura,LA FABRIQUE,1,14.31,26.5,13.74,35° 11'2'' S,22° 44'46'' O,935.34,1732.25,19478.7,36074.55,19.8,2020-11-28 04:00:00,-35.1839,-22.7461
18,19,Stephane Le Diraison,TIME FOR OCEANS,1,8.23,15.24,8.04,32° 40'12'' S,27° 3'2'' O,1196.93,2216.71,19740.3,36559.04,18.8,2020-11-28 04:00:00,-32.67,-27.0506
19,20,Arnaud Boissieres,LA MIE CÂLINE - ARTISANS ARTIPÔLE,1,13.39,24.8,7.22,24° 9'50'' S,33° 3'52'' O,1750.91,3242.69,20294.3,37585.04,16.5,2020-11-28 04:00:00,-24.1639,-33.0644
20,21,Manuel Cousin,GROUPE SÉTIN,0,13.39,24.8,8.73,22° 55'58'' S,33° 59'36'' O,1836.69,3401.55,20380.1,37743.95,16.1,2020-11-28 04:00:00,-22.9328,-33.9933
21,22,Didac Costa,ONE PLANET ONE OCEAN,0,13.03,24.13,7.19,22° 1'4'' S,33° 26'4'' O,1846.51,3419.74,20389.9,37762.09,16.1,2020-11-28 04:00:00,-22.0178,-33.4344
22,23,Armel Tripon,L'OCCITANE EN PROVENCE,1,19.31,35.76,5.43,22° 54'57'' S,34° 28'27'' O,1858.19,3441.37,20401.6,37783.76,16.0,2020-11-28 04:00:00,-22.9158,-34.4742
23,24,Pip Hare,MEDALLIA,0,11.42,21.15,7.04,20° 43'10'' S,33° 35'4'' O,1901.95,3522.41,20445.3,37864.7,15.9,2020-11-28 04:00:00,-20.7194,-33.5844
24,25,Fabrice Amedeo,NEWREST - ART & FENÊTRES,1,14.09,26.09,11.05,12° 8'53'' S,33° 38'4'' O,2292.77,4246.21,20836.2,38588.64,14.2,2020-11-28 04:00:00,-12.1481,-33.6344
25,26,Alexia Barrier,4MYPLANET,0,12.13,22.46,8.79,10° 10'41'' S,32° 53'46'' O,2371.27,4391.59,20914.7,38734.02,13.9,2020-11-28 04:00:00,-10.1781,-32.8961
26,27,Miranda Merron,CAMPAGNE DE FRANCE,0,12.05,22.32,7.94,10° 8'1'' S,33° 16'20'' O,2384.61,4416.3,20928.0,38758.66,13.9,2020-11-28 04:00:00,-10.1336,-33.2722
27,28,Clement Giraud,Compagnie du Lit / Jiliti,0,12.53,23.21,9.63,9° 3'37'' S,31° 25'41'' O,2390.8,4427.76,20934.2,38770.14,13.8,2020-11-28 04:00:00,-9.0603,-31.4281
28,29,Ari Huusela,STARK,0,11.33,20.98,7.81,7° 18'28'' S,32° 18'46'' O,2508.4,4645.56,21051.8,38987.93,13.4,2020-11-28 04:00:00,-7.3078,-32.3128
29,30,Sebastien Destremau,MERCI,0,10.17,18.83,7.87,6° 47'25'' S,31° 57'12'' O,2527.57,4681.06,21071.0,39023.49,13.3,2020-11-28 04:00:00,-6.7903,-31.9533
30,31,Kojiro Shiraishi,DMG MORI Global One,1,10.43,19.32,8.49,3° 42'50'' S,31° 8'53'' O,2679.86,4963.1,21223.3,39305.55,12.6,2020-11-28 04:00:00,-3.7139,-31.1481
31,32,Jeremie Beyou,CHARAL,1,4.61,8.54,3.85,4° 28'48'' N,27° 18'3'' O,3091.69,5725.81,21635.1,40068.21,11.0,2020-11-28 04:00:00,4.48,-27.3008
0,1,Charlie Dalin,APIVIA,1,12.86,23.82,12.83,42° 40'51'' S,7° 37'51'' O,0.0,0.0,18492.9,34248.85,23.9,2020-11-27 21:00:00,-42.6808,-7.6308
1,2,Thomas Ruyant,LinkedOut,1,11.18,20.71,10.0,40° 14'26'' S,14° 14'55'' O,329.2,609.68,18822.1,34858.53,22.5,2020-11-27 21:00:00,-40.2406,-14.2486
2,3,Jean Le Cam,Yes We Cam!,0,13.45,24.91,13.25,36° 50'40'' S,12° 53'47'' O,360.22,667.13,18853.2,34916.13,22.4,2020-11-27 21:00:00,-36.8444,-12.8964
3,4,Yannick Bestaven,Maître CoQ IV,1,15.96,29.56,15.62,38° 28'12'' S,16° 9'20'' O,453.37,839.64,18946.3,35088.55,22.0,2020-11-27 21:00:00,-38.47,-16.1556
